id,create_date,合同号,展位,商户名,订单号,收银单号,是否参加活动,价签金额,销售金额,应收金额,实收金额,抹零金额,折扣率,折扣金额,优惠券金额,优惠券数量,优惠券描述,商场,是否阶段订单
27098,2017-04-23,0,0,步阳(金桥店),SO2017042300031248,P17042315005719237685,F,3680.0,3680.0,3680.0,3680.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27099,2017-04-23,0,0,爱丽舍(金桥店),SO2017042300031249,P17042315084348691230,T,22310.0,22310.0,20000.0,20000.0,79.0,0.9,2231.0,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27100,2017-04-23,0,0,北欧阳光(金桥店),SO2017042300031250,P17042314574435067148,F,16494.0,16494.12,16490.0,16490.0,4.0,1.0,0,0,0,0,上海金桥商场,付全款
27101,2017-04-23,0,0,欧派移门衣柜(金桥店),SO2017042300031251,P17042315031119265837,F,11500.0,11500.33,11500.0,11500.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27102,2017-04-23,0,0,爱丽舍(金桥店),SO2017042300031252,P17042315114540728519,T,24300.0,24300.0,21800.0,21800.0,70.0,0.9,2430.0,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27103,2017-04-23,0,0,美典生活(吴中店),SO2017042300031253,P17042315114160459271,F,519000.0,519000.2,519000.2,519000.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27105,2017-04-23,0,0,品赫(金桥店),SO2017042300031255,P17042315132368231590,F,4290.0,4290.0,4290.0,4290.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27106,2017-04-23,0,0,头等舱贵族(浦江商场),SO2017042300031256,P17042315124262517498,F,4200.0,4200.0,4200.0,3998.0,0.0,1.0,0,0,0,0,上海浦江商场,部分付款
27107,2017-04-23,0,0,丝涟(国产）(金桥店),SO2017042300031257,P17042315191879241630,F,25480.0,25480.0,25480.0,25480.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27108,2017-04-23,0,0,洗依世家(浦江店),SO2017042300031258,P17042315341932846579,F,2200.0,2200.0,2200.0,2200.0,0.0,1.0,0,0,0,0,上海浦江商场,付全款
27109,2017-04-23,0,0,波比(吴中店),SO2017042300031259,P17042315281924078536,F,11200.0,5600.0,5600.0,5600.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27110,2017-04-23,0,0,席梦思(金桥店),SO2017042300031260,P17042315270562871439,F,8800.0,8800.0,8800.0,8800.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27111,2017-04-23,0,0,卢森(金桥店),SO2017042300031261,P17042315253143876291,F,10159.0,10159.2,10140.0,10140.0,19.0,1.0,0,0,0,0,上海金桥商场,付全款
27113,2017-04-23,0,0,拉迷(浦江店),SO2017042300031263,P17042315285525734916,F,203.0,203.4,200.0,200.0,3.0,1.0,0,0,0,0,上海浦江商场,付全款
27114,2017-04-23,0,0,法迪奥(金桥店),SO2017042300031264,P17042316153059610438,T,25900.0,25900.0,23310.0,23310.0,0.0,0.9,2590.0,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27115,2017-04-23,0,0,斯林百兰(吴中店),SO2017042300031265,P17042315325849013678,F,12176.0,12176.0,12176.0,12176.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27116,2017-04-23,0,0,法迪奥(金桥店),SO2017042300031266,P17042316164113879406,T,27120.0,27120.0,24408.0,24408.0,0.0,0.9,2712.0,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27117,2017-04-23,0,0,法迪奥(金桥店),SO2017042300031267,P17042316174189432076,T,25530.0,25530.0,22917.0,22917.0,60.0,0.9,2553.0,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27119,2017-04-23,0,0,法迪奥(金桥店),SO2017042300031269,P17042316094625468931,T,25160.0,25160.0,22617.0,22617.0,27.0,0.9,2516.0,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27120,2017-04-23,0,0,创开(金桥店),SO2017042300031270,P17042315403176031259,F,3985.0,3985.0,3985.0,3985.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27121,2017-04-23,0,0,美鹤和室榻榻米(浦江店),SO2017042300031271,P17042315412248693725,F,13050.0,13050.0,13000.0,13000.0,50.0,1.0,0,0,0,0,上海浦江商场,付全款
27123,2017-04-23,0,0,席梦思(金桥店),SO2017042300031274,P17042315455186570912,F,20500.0,20500.0,20500.0,20500.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27124,2017-04-23,0,0,天语(金桥店),SO2017042300031275,P17042315490079430261,F,12014.0,12014.0,12014.0,12014.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27125,2017-04-23,0,0,优莱斯雅(金桥店),SO2017042300031276,P17042315551015820964,F,6580.0,6580.0,6580.0,6580.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27126,2017-04-23,0,0,布沙发系列(金桥店),SO2017042300031277,P17042315513481965230,T,24201.0,24201.0,21780.0,21780.0,1.0,0.9,2420.1,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27127,2017-04-23,0,0,法迪奥(金桥店),SO2017042300031278,P17042316110498437126,T,25530.0,25530.0,22917.0,22917.0,60.0,0.9,2553.0,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27128,2017-04-23,0,0,优莱斯雅(金桥店),SO2017042300031279,P17042315591109274368,F,4000.0,4000.0,4000.0,4000.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27129,2017-04-23,0,0,法迪奥(金桥店),SO2017042300031280,P17042316064970251863,T,25900.0,25900.0,23310.0,23310.0,0.0,0.9,2590.0,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27130,2017-04-23,0,0,布沙发系列(金桥店),SO2017042300031281,P17042316020925487639,T,23932.0,23932.1,21500.0,21500.0,39.0,0.9,2393.21,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27135,2017-04-23,0,0,头等舱贵族(浦江商场),SO2017042300031289,P17042316020829318567,F,800.0,800.0,800.0,800.0,0.0,1.0,0,0,0,0,上海浦江商场,付全款
27136,2017-04-23,0,0,布沙发系列(金桥店),SO2017042300031290,P17042316265690853164,T,32789.0,32788.8,29500.0,29500.0,10.0,0.9,3278.88,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27137,2017-04-23,0,0,头等舱贵族(金桥店),SO2017042300031291,P17042316083684350927,F,5980.0,5980.0,5980.0,5980.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27139,2017-04-23,0,0,BennyCasa班尼之家(吴中店),SO2017042300031292,P17042316290094768203,F,26000.0,26000.0,26000.0,26000.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27140,2017-04-23,0,0,科勒卫浴(金桥店),SO2017042300031293,P17042316133523951607,T,5382.0,5382.0,4843.0,4843.0,1.0,0.9,538.2,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27142,2017-04-23,0,0,汉斯格雅(金桥店),SO2017042300031295,P17042316185752746809,F,4330.0,4330.0,4330.0,4330.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27143,2017-04-23,0,0,哥伦比尼(金桥店),SO2017042300031296,P17042316252875041268,F,14648.0,14648.0,14648.0,14648.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27144,2017-04-23,0,0,科勒卫浴(金桥店),SO2017042300031297,P17042316233517038629,T,14665.0,14665.0,13198.0,13198.0,1.0,0.9,1466.5,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27145,2017-04-23,0,0,考拉木屋(金桥店),SO2017042300031298,P17042317190067025189,F,176700.0,87900.0,87900.0,87900.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27148,2017-04-23,0,0,坚美(金桥店),SO2017042300031301,P17042316294585310496,T,5561.0,5560.8,5000.0,5000.0,5.0,0.9,556.08,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27152,2017-04-23,0,0,哥伦比尼(吴中店),SO2017042300031305,P17042316342275028361,F,9300.0,9300.0,9300.0,9300.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27153,2017-04-23,0,0,TOTO国产(金桥店),SO2017042300031306,P17042316341048376591,F,300.0,300.0,300.0,300.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27155,2017-04-23,0,0,瑞孚纳(金桥店),SO2017042300031308,P17042316422605973486,F,8740.0,8740.0,8680.0,8680.0,60.0,1.0,0,0,0,0,上海金桥商场,付全款
27157,2017-04-23,0,0,博妮(金桥店),SO2017042300031310,P17042317031493674182,F,2500.0,2500.0,2500.0,2500.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27158,2017-04-23,0,0,哥伦比尼(金桥店),SO2017042300031311,P17042316465884563902,F,2000.0,2000.0,2000.0,2000.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27159,2017-04-23,0,0,欧普灯具(金桥店),SO2017042300031312,P17042316513964392175,F,100.0,100.0,100.0,100.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27160,2017-04-23,0,0,北欧阳光(金桥店),SO2017042300031313,P17042316492782607435,F,11301.0,11300.81,11300.0,11300.0,1.0,1.0,0,0,0,0,上海金桥商场,付全款
27162,2017-04-23,0,0,菲斯曼暖通(浦江店),SO2017042300031315,P17042317022583569201,F,10150.0,10150.0,10150.0,10150.0,0.0,1.0,0,0,0,0,上海浦江商场,付全款
27163,2017-04-23,0,0,印象北美(金桥店),SO2017042300031316,P17042316543098426137,F,4000.0,4000.0,4000.0,4000.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27164,2017-04-23,0,0,NATUZZI(吴中店),SO2017042300031317,P17042316540659761384,F,10000.0,10000.0,10000.0,10000.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27165,2017-04-23,0,0,博妮(金桥店),SO2017042300031318,P17042316555371920534,F,5620.0,5620.0,5600.0,5600.0,20.0,1.0,0,0,0,0,上海金桥商场,付全款
27167,2017-04-23,0,0,法迪奥(金桥店),SO2017042300031320,P17042317002353467219,T,119858.0,119858.4,107872.56,107873.0,0.0,0.9,11985.84,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27172,2017-04-23,0,0,丝涟(国产）(金桥店),SO2017042300031325,P17042317161845789061,F,19999.0,19999.0,19999.0,19999.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27173,2017-04-23,0,0,顾家家居全皮沙发系列(金桥店),SO2017042300031326,P17042317180034085629,F,3600.0,3600.0,3600.0,3600.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27174,2017-04-23,0,0,能率热水器(浦江店),SO2017042300031327,P17042317200084731269,F,3400.0,3400.0,3400.0,3400.0,0.0,1.0,0,0,0,0,上海浦江商场,付全款
27175,2017-04-23,0,0,玛堡(金桥店),SO2017042300031328,P17042317203648052671,F,3353.0,3353.2,3349.85,3350.0,3.0,1.0,0,0,0,0,上海金桥商场,付全款
27176,2017-04-23,0,0,大自然软床床垫(金桥店),SO2017042300031329,P17042317215936418907,F,1750.0,1750.0,1750.0,1750.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27178,2017-04-23,0,0,舒达·家(吴中店),SO2017042300031331,P17042317272286350947,F,12000.0,12000.0,12000.0,12000.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27179,2017-04-23,0,0,索菲亚移门衣柜(吴中店),SO2017042300031332,P17042317262739168257,F,100.0,100.0,100.0,100.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27180,2017-04-23,0,0,欧派移门衣柜(金桥店),SO2017042300031333,P17042317290498674031,F,18666.0,18666.0,18658.0,18658.0,8.0,1.0,0,0,0,0,上海金桥商场,付全款
27181,2017-04-23,0,0,盼盼安全门(浦江店),SO2017042300031334,P17042317341380537614,F,2400.0,2400.0,2400.0,2400.0,0.0,1.0,0,0,0,0,上海浦江商场,付全款
27182,2017-04-23,0,0,双山(金桥店),SO2017042300031335,P17042317314067351842,F,3700.0,3700.0,3700.0,3700.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27183,2017-04-23,0,0,波比(金桥店),SO2017042300031336,P17042318031781925460,T,33333.0,33333.4,30000.0,30000.0,0.0,0.9,3333.34,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27184,2017-04-23,0,0,索菲亚移门衣柜(吴中店),SO2017042300031337,P17042317465320975841,F,100.0,100.0,100.0,100.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27185,2017-04-23,0,0,杰西卡沙发(金桥店),SO2017042300031338,P17042317533695712304,F,4900.0,4900.0,4900.0,4900.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27187,2017-04-23,0,0,哥伦比尼(金桥店),SO2017042300031340,P17042317582621396450,F,11509.0,11508.7,11500.0,11500.0,9.0,1.0,0,0,0,0,上海金桥商场,付全款
27188,2017-04-23,0,0,BBR(金桥店),SO2017042300031341,P17042318003497862135,F,2391.0,2391.0,2391.0,2391.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27189,2017-04-23,0,0,M&D(吴中店),SO2017042300031342,P17042318074308523146,F,3580.0,3580.0,3580.0,3580.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27190,2017-04-23,0,0,格莱美(金桥店),SO2017042300031343,P17042318064825904763,F,31222.0,31222.4,31218.0,31218.0,4.0,1.0,0,0,0,0,上海金桥商场,付全款
27192,2017-04-23,0,0,大自然软床床垫(金桥店),SO2017042300031345,P17042318135010578346,F,8800.0,8800.0,8800.0,8800.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27193,2017-04-23,0,0,意迪森(吴中店),SO2017042300031346,P17042318182841852937,F,4000.0,4000.0,4000.0,4000.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27194,2017-04-23,0,0,司米(金桥店),SO2017042300031347,P17042318212337820451,T,27800.0,27800.0,25000.0,25000.0,20.0,0.9,2780.0,0.0,0,品牌先折成交价后商场再降10%,上海金桥商场,付全款
27196,2017-04-23,0,0,汀？西海岸(金桥店),SO2017042300031349,P17042416520792706385,F,227680.0,75893.2,75832.0,50000.0,61.0,1.0,0,0,0,0,上海金桥商场,部分付款
27198,2017-04-23,0,0,头等舱贵族(金桥店),SO2017042300031351,P17042318255634687159,F,2999.0,2999.0,2999.0,2999.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27202,2017-04-23,0,0,哥伦比尼(吴中店),SO2017042300031355,P17042319110378432651,F,1000.0,1000.0,1000.0,1000.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27219,2017-04-24,0,0,头等舱贵族(金桥店),SO2017042400031400,P17042410120936714509,F,7299.0,7299.0,7299.0,7299.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27220,2017-04-24,0,0,星星(金桥店),SO2017042400031401,P17042410484749301875,F,4890.0,4890.0,4890.0,4890.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27223,2017-04-24,0,0,楷模(浦江商场),SO2017042400031403,P17042411392617809325,F,12720.0,12720.0,12720.0,12720.0,0.0,1.0,0,0,0,0,上海浦江商场,付全款
27225,2017-04-24,0,0,WOODONE沃达王(吴中店),SO2017042400031405,P17042412171108531972,F,75078.0,75078.0,75000.0,75000.0,78.0,1.0,0,0,0,0,上海吴中路商场,付全款
27227,2017-04-24,0,0,玛润奇(金桥店),SO2017042400031407,P17042414131634586709,F,47600.0,47600.0,47600.0,47600.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27228,2017-04-24,0,0,恩美特(金桥店),SO2017042400031408,P17042412173175163490,F,11645.0,11645.0,11638.0,11638.0,7.0,1.0,0,0,0,0,上海金桥商场,付全款
27229,2017-04-24,0,0,欧郡壹号(金桥店),SO2017042400031409,P17042412192883192476,F,6062.0,6062.4,6000.0,6000.0,62.0,1.0,0,0,0,0,上海金桥商场,付全款
27230,2017-04-24,0,0,科勒卫浴(金桥店),SO2017042400031410,P17042412154783645720,F,4260.0,4260.0,4260.0,4260.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27233,2017-04-24,0,0,意多(吴中店),SO2017042400031413,P17042412515176089154,F,3500.0,3500.0,3500.0,3500.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27235,2017-04-24,0,0,雅诺斯(金桥店),SO2017042400031414,P17042515244615678240,F,29000.0,29000.0,29000.0,29000.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27236,2017-04-24,0,0,美高印象(金桥店),SO2017042400031415,P17042413174565721438,F,35053.0,35053.2,35000.0,35000.0,53.0,1.0,0,0,0,0,上海金桥商场,付全款
27237,2017-04-24,0,0,头等舱贵族(浦江商场),SO2017042400031416,P17042413250468794103,F,5380.0,2690.0,2690.0,2000.0,0.0,1.0,0,0,0,0,上海浦江商场,部分付款
27238,2017-04-24,0,0,洗依世家(金桥店),SO2017042400031417,P17042413302145307218,F,3000.0,3000.0,3000.0,3000.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27240,2017-04-24,0,0,科勒卫浴(金桥店),SO2017042400031419,P17042413254926059814,F,4577.0,4577.0,4577.0,4577.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27241,2017-04-24,0,0,博士屋(金桥店),SO2017042400031420,P17042413291743918576,F,8000.0,8000.0,8000.0,8000.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27244,2017-04-24,0,0,格林美墅(金桥店),SO2017042400031421,P17042414070495602831,F,29000.0,29000.0,29000.0,29000.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27246,2017-04-24,0,0,头等舱贵族(浦江商场),SO2017042400031423,P17042413550014976352,F,25998.0,25998.0,25998.0,12999.0,0.0,1.0,0,0,0,0,上海浦江商场,部分付款
27247,2017-04-24,0,0,头等舱贵族(浦江商场),SO2017042400031424,P17042413560385367491,F,25998.0,25998.0,25998.0,12999.0,0.0,1.0,0,0,0,0,上海浦江商场,部分付款
27249,2017-04-24,0,0,法恩莎卫浴(金桥店),SO2017042400031425,P17042414102009453861,F,6279.0,6279.0,6279.0,6279.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27251,2017-04-24,0,0,丝涟(国产）(金桥店),SO2017042400031426,P17042414373240698125,F,2825.0,2825.0,2825.0,2825.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27252,2017-04-24,0,0,松木系列(金桥店),SO2017042400031427,P17042416025398714035,F,11000.0,11000.0,11000.0,11000.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27253,2017-04-24,0,0,NATUZZI(吴中店),SO2017042400031428,P17042414520063945820,F,62960.0,30000.0,30000.0,30000.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27254,2017-04-24,0,0,摩恩(浦江店),SO2017042400031429,P17042414504316534207,F,3951.0,3951.0,3950.0,3950.0,1.0,1.0,0,0,0,0,上海浦江商场,付全款
27255,2017-04-24,0,0,NATUZZI(吴中店),SO2017042400031430,P17042414533556430978,F,2960.0,2960.0,2960.0,2960.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27256,2017-04-24,0,0,金莎丽(金桥店),SO2017042400031431,P17042415122736017984,F,5148.0,5148.0,5135.0,5135.0,13.0,1.0,0,0,0,0,上海金桥商场,付全款
27257,2017-04-24,0,0,汉斯格雅(金桥店),SO2017042400031432,P17042415141434728695,F,23788.0,23788.0,23788.0,23788.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27258,2017-04-24,0,0,NATUZZI(吴中店),SO2017042400031433,P17042415141464297158,F,100700.0,100700.0,100700.0,100700.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27259,2017-04-24,0,0,爱舒(浦江商场),SO2017042400031434,P17042415205252780613,F,2640.0,2640.0,2600.0,1600.0,40.0,1.0,0,0,0,0,上海浦江商场,付全款
27259,2017-04-24,0,0,爱舒(浦江商场),SO2017042400031434,P17042415251775132689,F,2640.0,2640.0,2600.0,1000.0,40.0,1.0,0,0,0,0,上海浦江商场,付全款
27260,2017-04-24,0,0,创开(金桥店),SO2017042400031435,P17042415211307164285,F,3489.0,3488.67,3488.0,3488.0,1.0,1.0,0,0,0,0,上海金桥商场,付全款
27261,2017-04-24,0,0,希尔巴赫(吴中店),SO2017042400031436,P17042415471978920465,F,10000.0,10000.0,10000.0,10000.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27263,2017-04-24,0,0,德国维盾(金桥店),SO2017042400031438,P17042415311228705491,F,8070.0,8070.4,8000.0,8000.0,70.0,1.0,0,0,0,0,上海金桥商场,付全款
27264,2017-04-24,0,0,NATUZZI(吴中店),SO2017042400031439,P17042415331851732968,F,9730.0,9730.0,9730.0,9730.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27266,2017-04-24,0,0,旭格(吴中店),SO2017042400031441,P17042415394821750986,F,80037.0,80037.1,80000.0,80000.0,37.0,1.0,0,0,0,0,上海吴中路商场,付全款
27267,2017-04-24,0,0,希尔巴赫(吴中店),SO2017042400031442,P17042415461676498215,F,31567.0,31567.0,31567.0,31567.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27269,2017-04-24,0,0,绿叶(浦江店),SO2017042400031444,P17042416334650982671,F,1899.0,1899.0,1800.0,1800.0,99.0,1.0,0,0,0,0,上海浦江商场,付全款
27270,2017-04-24,0,0,米洛(吴中店),SO2017042400031445,P17042416153713897062,F,24300.0,8100.0,8100.0,4100.0,0.0,1.0,0,0,0,0,上海吴中路商场,部分付款
27271,2017-04-24,0,0,拉迷(金桥店),SO2017042400031446,P17042416391697642835,F,5764.0,5763.52,5760.0,5760.0,4.0,1.0,0,0,0,0,上海金桥商场,付全款
27272,2017-04-24,0,0,林内(浦江店),SO2017042400031447,P17042416350626589340,F,8100.0,8100.0,8100.0,8100.0,0.0,1.0,0,0,0,0,上海浦江商场,付全款
27273,2017-04-24,0,0,汀？西海岸(金桥店),SO2017042400031448,P17042416535851378490,F,10001.0,10001.0,10000.0,10000.0,1.0,1.0,0,0,0,0,上海金桥商场,付全款
27278,2017-04-24,0,0,AO史密斯热水器(金桥店),SO2017042400031453,P17042417343167082453,F,12275.0,12275.04,12264.0,12264.0,11.0,1.0,0,0,0,0,上海金桥商场,付全款
27280,2017-04-24,0,0,北欧阳光(金桥店),SO2017042400031455,P17042417554165102879,F,79576.0,79576.32,79576.32,79576.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27281,2017-04-24,0,0,北欧艺家(吴中店),SO2017042400031456,P17042418073403486215,F,4080.0,4080.0,4000.0,4000.0,80.0,1.0,0,0,0,0,上海吴中路商场,付全款
27283,2017-04-24,0,0,RAYSONIC雷斯克(吴中店),SO2017042400031458,P17042419303804128396,F,2016.0,2016.0,2000.0,2000.0,16.0,1.0,0,0,0,0,上海吴中路商场,付全款
27285,2017-04-25,0,0,红苹果(金桥店),SO2017042500031461,P17042510281563582710,F,1000.0,1000.0,1000.0,1000.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27287,2017-04-25,0,0,欧派橱柜(金桥店),SO2017042500031462,P17042511171717269840,F,68376.0,68376.36,68300.0,68300.0,76.0,1.0,0,0,0,0,上海金桥商场,付全款
27288,2017-04-25,0,0,阅梨(金桥店),SO2017042500031463,P17042511280776845013,F,63250.0,63250.0,63250.0,63250.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27289,2017-04-25,0,0,柏厨(浦江店),SO2017042500031464,P17042511343450728619,F,17459.0,17459.05,17455.0,17455.0,4.0,1.0,0,0,0,0,上海浦江商场,付全款
27296,2017-04-25,0,0,全友定制衣柜(金桥店),SO2017042500031471,P17042512084580276413,F,45498.0,45498.0,45427.9,45428.0,70.0,1.0,0,0,0,0,上海金桥商场,付全款
27297,2017-04-25,0,0,大术乡村(金桥店),SO2017042500031472,P17042512144956031497,F,75296.0,75295.8,75295.8,75296.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27299,2017-04-25,0,0,希尔巴赫(吴中店),SO2017042500031474,P17042512223303864957,F,1029.0,1029.0,1029.0,1029.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27300,2017-04-25,0,0,迈阿密(金桥店),SO2017042500031475,P17042512234182740561,F,20000.0,20000.0,20000.0,20000.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27302,2017-04-25,0,0,箭牌卫浴(金桥店),SO2017042500031476,P17042512331737540612,F,7000.0,7000.0,7000.0,7000.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27304,2017-04-25,0,0,金丰门类(浦江商场),SO2017042500031478,P17042512393331947026,F,40695.0,40694.5,40600.0,40600.0,95.0,1.0,0,0,0,0,上海浦江商场,付全款
27306,2017-04-25,0,0,唯煌(金桥店),SO2017042500031480,P17042512423452713469,F,4868.0,4868.0,4868.0,1460.0,0.0,1.0,0,0,0,0,上海金桥商场,部分付款
27307,2017-04-25,0,0,泰昌阳光(金桥店),SO2017042500031481,P17042512595574563128,F,1451.0,1451.4,1450.0,1450.0,1.0,1.0,0,0,0,0,上海金桥商场,付全款
27308,2017-04-25,0,0,双双飞(金桥店),SO2017042500031482,P17042512515219534026,F,2960.0,2960.0,2960.0,2960.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27310,2017-04-25,0,0,双双飞(金桥店),SO2017042500031484,P17042512524568407913,F,3200.0,3200.0,3200.0,3200.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27313,2017-04-25,0,0,路福床垫(吴中店),SO2017042500031487,P17042513145195820614,F,4100.0,4100.0,4100.0,4100.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27314,2017-04-25,0,0,路福床垫(吴中店),SO2017042500031488,P17042513154303942687,F,6500.0,6500.0,6500.0,6500.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27315,2017-04-25,0,0,奥普电器(金桥店),SO2017042500031489,P17042513534474986205,F,318.0,318.0,318.0,318.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27316,2017-04-25,0,0,夏图Chateau d.Ax(吴中店),SO2017042500031490,P17042513302054281906,F,30000.0,30000.0,30000.0,30000.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27318,2017-04-25,0,0,波比(金桥店),SO2017042500031492,P17042513371053187042,F,14400.0,14400.0,14400.0,14400.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27319,2017-04-25,0,0,樱花电器(金桥店),SO2017042500031493,P17042513412527093681,F,2712.0,2712.0,2712.0,2712.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27321,2017-04-25,0,0,米洛(吴中店),SO2017042500031495,P17042513522912790856,F,14905.0,14905.0,14905.0,14905.0,0.0,1.0,0,0,0,0,上海吴中路商场,付全款
27325,2017-04-25,0,0,多乐士油漆涂料(金桥店),SO2017042500031498,P17042514074534658702,F,439.0,439.2,439.0,439.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27327,2017-04-25,0,0,木品木(浦江商场),SO2017042500031500,P17042514230693782065,F,16000.0,16000.0,16000.0,16000.0,0.0,1.0,0,0,0,0,上海浦江商场,付全款
27329,2017-04-25,0,0,汉斯格雅(金桥店),SO2017042500031502,P17042514285763758901,F,5949.0,5949.0,5949.0,5949.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27333,2017-04-25,0,0,顾家家居全皮沙发系列(金桥店),SO2017042500031505,P17042515140845937806,F,6055.0,6055.0,6055.0,6055.0,0.0,1.0,0,0,0,0,上海金桥商场,付全款
27334,2017-04-25,0,0,致尚(金桥店),SO2017042500031506,P17042515222291047836,F,24974.0,24974.4,24900.0,24900.0,74.0,1.0,0,0,0,0,上海金桥商场,付全款
